"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Lake Charles Harbor and Terminal District                                                                                                                                                                                                                               ","BT1 Infrastructure Expansion Project                                                                                                                                                                                                                                                                                                                                                                                                             ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Lake County                                                                                                                                                                                                                                                             ","Lake County Transportation Connectivity Project                                                                                                                                                                                                                                                                                                                                                                                                  ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Lee County Metropolitan Planning Organization                                                                                                                                                                                                                           ","Lee County Complete Streets Initiative                                                                                                                                                                                                                                                                                                                                                                                                           ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Los Angeles County Metropolitan Transportation Authority                                                                                                                                                                                                                ","Eastside Access Improvements                                                                                                                                                                                                                                                                                                                                                                                                                     ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Los Angeles County Metropolitan Transportation Authority                                                                                                                                                                                                                ","Willowbrook/Rosa Parks Station Master Plan Implementation Project                                                                                                                                                                                                                                                                                                                                                                                ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Los Angeles County Metropolitan Transportation Authority (LACMTA)                                                                                                                                                                                                       ","Crenshaw/LAX Light Rail Connection                                                                                                                                                                                                                                                                                                                                                                                                               ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Maine Department of Transportation                                                                                                                                                                                                                                      ","Sarah Mildred Long Bridge Project                                                                                                                                                                                                                                                                                                                                                                                                                ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Maine DOT                                                                                                                                                                                                                                                               ","Aroostook Rail Preservation                                                                                                                                                                                                                                                                                                                                                                                                                      ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Maine DOT                                                                                                                                                                                                                                                               ","Kennebec Bridge Replacement                                                                                                                                                                                                                                                                                                                                                                                                                      ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Maine DOT                                                                                                                                                                                                                                                               ","Martin Memorial Bridge Replacement                                                                                                                                                                                                                                                                                                                                                                                                               ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Maine DOT                                                                                                                                                                                                                                                               ","Revitalizing Maine's Ports                                                                                                                                                                                                                                                                                                                                                                                                                       ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Makah Indian Tribe                                                                                                                                                                                                                                                      ","Makah Tribe Oil Spill Response Access Dock Plan                                                                                                                                                                                                                                                                                                                                                                                                  ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Manatee County Port Authority                                                                                                                                                                                                                                           ","Port Manatee Marine Highway                                                                                                                                                                                                                                                                                                                                                                                                                      ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Maryland Port Administration                                                                                                                                                                                                                                            ","Port of Baltimore Enhancements                                                                                                                                                                                                                                                                                                                                                                                                                   ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Maryland State Highway Administration                                                                                                                                                                                                                                   ","Fort Meade Multimodal Accessibility Project                                                                                                                                                                                                                                                                                                                                                                                                      ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Massachusetts Bay Transportation Authority                                                                                                                                                                                                                              ","Merrimack River Bridge Rehabilitation                                                                                                                                                                                                                                                                                                                                                                                                            ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Massachusetts Bay Transportation Authority                                                                                                                                                                                                                              ","Ruggles Station Modernization                                                                                                                                                                                                                                                                                                                                                                                                                    ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Massachusetts DOT                                                                                                                                                                                                                                                       ","Fast Track New Bedford                                                                                                                                                                                                                                                                                                                                                                                                                           ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Metropolitan Transportation Commission                                                                                                                                                                                                                                  ","San Francisco Bay Area Core Capacity Transit Study                                                                                                                                                                                                                                                                                                                                                                                               ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Miami-Dade County                                                                                                                                                                                                                                                       ","Port of Miami Rail Access                                                                                                                                                                                                                                                                                                                                                                                                                        ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Michigan DOT                                                                                                                                                                                                                                                            ","Black River Bridge Replacement                                                                                                                                                                                                                                                                                                                                                                                                                   ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Michigan DOT                                                                                                                                                                                                                                                            ","Kalamazoo to Dearborn Rail Improvements                                                                                                                                                                                                                                                                                                                                                                                                          ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Michigan DOT                                                                                                                                                                                                                                                            ","M1/Woodward Avenue Light Rail Project                                                                                                                                                                                                                                                                                                                                                                                                            ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Mid-America Regional Council                                                                                                                                                                                                                                            ","KC Workforce Connex Project                                                                                                                                                                                                                                                                                                                                                                                                                      ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Minnesota DOT                                                                                                                                                                                                                                                           ","Minnesota Rural Roads ITS                                                                                                                                                                                                                                                                                                                                                                                                                        ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Mississippi DOT and Louisiana DOT                                                                                                                                                                                                                                       ","I-20 Mississippi River Bridge Rehabilitation                                                                                                                                                                                                                                                                                                                                                                                                     ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Missoula County                                                                                                                                                                                                                                                         ","Missoula to Lolo Trail                                                                                                                                                                                                                                                                                                                                                                                                                           ","                                                                                                                                                   ",1
"TIGER Grants                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                               ","Missouri Department of Transportation                                                                                                                                                                                                                                   ","New Route 47 Missouri River Bridge Project                                                                                                                                                                                                                                                                                                                                                                                                       ","                                                                                                                                                   ",1
