"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Ciales                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Cidra                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Coamo                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Comerio                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Corozal                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Culebra                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Dorado                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Fajardo                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Florida                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Guanica                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Guayama                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Guayanilla                                                                                                                                                                                                                                                     ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Guaynabo                                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Gurabo                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Hatillo                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Hormigueros                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Humacao                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Isabela                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Jayuya                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Juanan Diaz                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Juncos                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Lajas                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Lares                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Las Marias                                                                                                                                                                                                                                                     ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Las Piedras                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Loiza                                                                                                                                                                                                                                                          ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Luquillo                                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"StrikeForce                                                                                                                                                                                                                                                     ","PR                                                                                                                                                                                                                                                             ","Manati                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
