"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Lawrence County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Lee County                                                                                                                                                                                                                                                     ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Leslie County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Letcher County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Lewis County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Lincoln County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Logan County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Madion                                                                                                                                                                                                                                                         ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Madison County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Marion County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Marshall                                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Martin County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Mason County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","McClean County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","McCreary County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Meade County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Menifee County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Mercer County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Metcalfe County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Monroe County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Montgomery County                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Morgan County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Muhlenburg County                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Nicholas County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Ohio County                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Oldham County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Owen County                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",2
"Mayor's Challenge to End Veterans Homelessness                                                                                                                                                                                                                  ","KY                                                                                                                                                                                                                                                             ","Owsley County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
